25
0.40	9.85
0.50	11.56
0.60	13.17
0.70	14.66
0.80	15.97
0.90	17.26
1.00	18.43
1.10	19.55
1.20	20.63
1.30	21.66
1.35	22.17
1.40	22.73
1.45	23.39
1.50	24.64
1.55	26.57
1.60	29.39
1.65	33.68
1.70	40.64
1.75	52.99
1.80	79.96	
1.91	800
1.92	1000
2.00	4000
2.03	10000
2.1	100000
5	1e10
